exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
313,Decline leg lift with twist,strength,Abdominals,none,intermediate,"The decline leg lift with twist is a bodyweight core exercise targeting the obliques and rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit.",4.150578119532399,6,5.512601208629901
314,Hanging Leg Raise - Variation Gethin,strength,Abdominals,none,intermediate,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout.",8.560672565710442,7,5.305170728442125
315,Butterfly crunch,strength,Abdominals,none,intermediate,"The butterfly crunch is a popular bodyweight exercise that targets the rectus abdominis, or ""six-pack"" muscles. It gets its name from the position of the elbows and knees, both of which are bent out like wings. It can be performed for time or reps as part of any abs-focused circuit or workout.",8.19790096911582,6,6.777153432498613
316,Cross-body mountain climber,strength,Abdominals,none,intermediate,"The cross-body mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the opposite side of the body rather than simply to the chest. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",9.049604487326098,8,5.542020960968866
317,Flat Bench Lying Leg Raise - Gethin Variation,strength,Abdominals,none,intermediate,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",9.723640730937788,14,8.072962297483496
318,Lying leg lift,strength,Abdominals,none,intermediate,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",3.5914016195348775,3,6.204011572237116
319,Hanging alternating single-leg raise,strength,Abdominals,none,intermediate,"The hanging alternating single-leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one and alternate with each rep. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges.",5.013406116873738,5,4.204788252581498
320,Plank Walk,strength,Abdominals,none,intermediate,,9.017151423851328,5,6.7202408827872535
321,Sit-Up - Gethin Variation,strength,Abdominals,none,intermediate,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",5.80032156799774,10,8.180352402950703
322,Plank Push-Up,strength,Abdominals,none,intermediate,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout.",4.133540385261018,6,8.623226639194481
323,Decline crunch-,strength,Abdominals,none,intermediate,"The decline crunch is a popular bodyweight exercise targeting the rectus abdominis or ""six-pack"" muscles, particular the upper abs. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout.",3.29683331740695,13,4.6252518602562205
324,Alternating lying leg raise,strength,Abdominals,none,intermediate,"The alternating lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",3.0662341938293567,3,5.733658606043818
325,Decline leg lift,strength,Abdominals,none,intermediate,"The decline leg lift is a popular bodyweight core exercise targeting the rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit.",9.999799093201283,3,3.6621108598141032
326,Crunch - Gethin Variation,strength,Abdominals,none,intermediate,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.",5.318655280297748,3,8.076558711925362
327,Plank - Gethin Variation,strength,Abdominals,none,intermediate,"The elbow plank is a popular isometric abdominal exercise. It is common in all types of exercise programs, as well as in group fitness and yoga classes. It targets the muscles of the core, the deep core or transversus abdominis in particular. It is also often prescribed for time to help back pain or to teach proper bracing.",9.53430624789754,3,6.5508550873898805
328,Barbell floor wiper,strength,Abdominals,none,intermediate,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles.",9.106565541515696,6,6.773042243549802
329,Prison Push-Up,strength,Abdominals,none,intermediate,,3.021936030839462,14,5.281668449812549
330,McGill Modified Curl-Up,strength,Abdominals,none,intermediate,,4.521519714106496,3,4.215372669580382
331,Cross-body toe-touch,strength,Abdominals,none,intermediate,"The cross-body toe-touch is a version of the toe-touch stretch where instead of both hands reaching down toward both feet, one hand at a time reaches for the opposing foot. It's a common component in dynamic warm-ups for training or sports, but can also be performed for simple flexibility work anytime.",4.168021646628173,12,3.2503630093457447
332,Toy soldier,strength,Abdominals,none,intermediate,"The toy soldier is a calisthenics exercise targeting the hip flexors and legs, which are kicked up one at a time. When each leg is at the top of the kick, the opposing hand touches that foot. It's a common warm-up exercise before athletics, but can also help raise core temperature and mobilize a wide range of muscles and joints prior to training.",4.609177389189709,7,9.714562345742833
